sentence,page,x_coord,y_coord,doc_name,embedding_index
", a décidé de faire découvrir son vaste territoire de manière ludique à",11,447.8741,500.2362999999999,baludik-catalogue-2023,2858
La Ville de Gannat a cherché à offrir une expérience attrayante visant à attirer ses visiteurs.,11,28.3465,509.8363,baludik-catalogue-2023,2859
Le Parc a ainsi opté pour une collaboration avec Baludik pour mettre en,11,28.3465,509.8363,baludik-catalogue-2023,2860
davantage de visiteurs et à stimuler l'activité sur son territoire.,11,28.3465,519.4363,baludik-catalogue-2023,2861
"Elle propose désormais œuvre un projet ambitieux : la création de 20 parcours, répartis dans 20 communes",11,28.3465,519.4363,baludik-catalogue-2023,2862
une activité ludique et novatrice pour explorer le patrimoine et les différentes,11,28.3465,529.0363,baludik-catalogue-2023,2863
"Chaque itinéraire suit le récit captivant de Lucien le magicien, permettant",11,28.3465,529.0363,baludik-catalogue-2023,2864
commerces de la ville.,11,28.3465,538.6362999999999,baludik-catalogue-2023,2865
Les participants sont transportés dans le passé médiéval ainsi à chaque commune de présenter son propre chapitre de l'histoire.,11,28.3465,538.6362999999999,baludik-catalogue-2023,2866
"et sont invités à déambuler dans les rues pour résoudre des énigmes et en place de cette saga territoriale, Baludik a accompagné et formé l'équipe du Parc",11,28.3465,548.2362999999999,baludik-catalogue-2023,2867
accomplir des missions.,11,28.3465,557.8362999999999,baludik-catalogue-2023,2868
de Brière dans la réalisation des premiers parcours afin qu'elle puisse maîtriser l'outil.,11,28.3465,557.8362999999999,baludik-catalogue-2023,2869
Divertir mes publics,12,38.8937,47.24130000000002,baludik-catalogue-2023,2870
Baludik est complètement modulable en fonction des,12,39.6234,77.69899999999996,baludik-catalogue-2023,2871
cibles et ses nombreuses fonctionnalités,12,39.6234,89.69599999999991,baludik-catalogue-2023,2872
permettent d’imaginer,12,39.6234,89.69599999999991,baludik-catalogue-2023,2873
tout un tas de scénarios immersifs,12,39.6234,101.69299999999993,baludik-catalogue-2023,2874
afin de divertir vos visiteurs,12,39.6234,101.69299999999993,baludik-catalogue-2023,2875
et varier vos offres,12,39.6234,113.68999999999994,baludik-catalogue-2023,2876
Scénarisation des jeux,12,447.874,220.5545,baludik-catalogue-2023,2877
"Tourisme en Aubrac (Aveyron, 12)",12,447.874,232.83449999999996,baludik-catalogue-2023,2878
Cette aventure en plein air a été spécialement élaborée pour les adolescents.,12,447.8741,248.85799999999995,baludik-catalogue-2023,2879
"plongent dans une enquête palpitante autour d'une tentative de meurtre, cherchant",12,447.8741,258.458,baludik-catalogue-2023,2880
Chasse au trésor intercommunale à vélo à démasquer le coupable et à comprendre ses motivations.,12,28.3465,268.058,baludik-catalogue-2023,2881
Ce jeu les guide à,12,28.3465,268.058,baludik-catalogue-2023,2882
"travers les sites emblématiques de la ville d’Aubrac, où ils rassemblent des indices Communauté de communes des Portes de Meuse (Meuse, 55) cruciaux pour résoudre l'affaire.",12,28.3465,277.658,baludik-catalogue-2023,2883
La chasse au trésor annuelle des Portes de Meuse se déploie sur plusieurs communes,12,28.3465,298.34689999999995,baludik-catalogue-2023,2884
avec pour ambition de faire découvrir leur patrimoine au public,12,28.3465,307.9469,baludik-catalogue-2023,2885
à l'utilisation de l'outil Baludik,12,28.3465,317.5469,baludik-catalogue-2023,2886
"Dans cette aventure en plein air, les participants ont",12,28.3465,317.5469,baludik-catalogue-2023,2887
de localiser le trésor du sud meusien en explorant trois villages,12,28.3465,327.1469,baludik-catalogue-2023,2888
"fois cette quête accomplie, ils ont la possibilité de participer à un tirage au sort pour",12,28.3465,336.7469,baludik-catalogue-2023,2889
tenter de remporter différents lots.,12,28.3465,346.3469,baludik-catalogue-2023,2890
Le parcours a été aménagé pour être réalisable,12,28.3465,346.3469,baludik-catalogue-2023,2891
aussi bien à vélo qu'à pied.,12,28.3465,355.9469,baludik-catalogue-2023,2892
"De plus, le jeu est disponible en format papier en plus de",12,28.3465,355.9469,baludik-catalogue-2023,2893
sa version numérique sur l'application Baludik.,12,28.3465,365.5469,baludik-catalogue-2023,2894
Découverte ludique en famille Médiation à bord d’,12,28.3465,467.0142,baludik-catalogue-2023,2895
"Les Hauts de Bruyères (Loir-et-Cher, 41)",12,28.3465,479.29419999999993,baludik-catalogue-2023,2896
Animations Sports,12,28.3465,479.29419999999993,baludik-catalogue-2023,2897
"de Mauriac (Cantal, 15)",12,28.3465,479.29419999999993,baludik-catalogue-2023,2898
Pour enrichir son offre de découvertes,12,28.3465,495.3176,baludik-catalogue-2023,2899
Les Hauts de Bruyères a sollicité L'ASLJ de Mauriac a élaboré trois parcours thématiques accessibles en bateau Baludik pour mettre en place un parcours ludique au sein de son parc.,12,28.3465,495.3176,baludik-catalogue-2023,2900
"L'objectif électrique, mettant en avant les aspects historiques, la biodiversité et l'énergie de ce jeu de piste est de sensibiliser les familles aux initiatives de protection de la hydroélectrique.",12,28.3465,495.3176,baludik-catalogue-2023,2901
"Au départ d'une base de loisirs, les participants naviguent le long biodiversité.",12,28.3465,495.3176,baludik-catalogue-2023,2902
"À travers le récit d'un petit écureuil chargé de préparer un exposé sur la de la Dordogne, sur la retenue d'eau du barrage de l'Aigle.",12,28.3465,495.3176,baludik-catalogue-2023,2903
"Pour une expérience nature, les visiteurs sont conviés à explorer les espaces naturels du parc ainsi que optimale, les clients de la base ont la possibilité d'accéder à ces parcours grâce à ses diverses installations en résolvant des énigmes et en participant à divers jeux.",12,28.3465,495.3176,baludik-catalogue-2023,2904
des tablettes mises à leur disposition.,12,28.3465,495.3176,baludik-catalogue-2023,2905
Chaque parcours est proposé en deux options,12,28.3465,495.3176,baludik-catalogue-2023,2906
une version de trois heures et une version plus approfondie de six heures.,12,28.3465,557.8362999999999,baludik-catalogue-2023,2907
Développer ma Smart,13,38.8937,54.3279,baludik-catalogue-2023,2908
"Aujourd’hui, les villes cherchent à se réinventer autour de",13,39.6234,77.69899999999996,baludik-catalogue-2023,2909
"solutions innovantes afin de bâtir, collectivement, la ville",13,39.6234,88.49899999999991,baludik-catalogue-2023,2910
"intelligente, accessible et durable de demain.",13,39.6234,99.29899999999992,baludik-catalogue-2023,2911
Baludik a intégré,13,39.6234,99.29899999999992,baludik-catalogue-2023,2912
pour permettre aux villes de,13,39.6234,110.09899999999992,baludik-catalogue-2023,2913
mieux répondre à ces enjeux.,13,39.6234,120.89899999999994,baludik-catalogue-2023,2914
Sensibilisation des élus de la ruralité,13,447.874,213.4679,baludik-catalogue-2023,2915
SPIE City Networks,13,447.874,225.7479,baludik-catalogue-2023,2916
SPIE City Networks a développé un outil ludique dans le but de mettre en avant ses,13,447.8741,241.7713,baludik-catalogue-2023,2917
nouvelles solutions conçues spécifiquement pour les territoires ruraux :,13,447.8741,251.3713,baludik-catalogue-2023,2918
"Les participants se glissent dans la peau d'un élu et, à travers diverses thématiques,",13,447.8741,260.97130000000004,baludik-catalogue-2023,2919
explorent les solutions susceptibles d'optimiser les services publics du territoire.,13,447.8741,270.57130000000006,baludik-catalogue-2023,2920
une façon interactive et immersive de sensibiliser les élus aux avantages proposés,13,447.8741,280.1713000000001,baludik-catalogue-2023,2921
par l'offre SmartBourg.,13,447.8741,289.7713000000001,baludik-catalogue-2023,2922
Comprendre le concept de Smart City,13,28.3465,464.0392,baludik-catalogue-2023,2923
Promotion des services de mobilité,13,447.874,471.2662,baludik-catalogue-2023,2924
City Galaxy Ile-de-France Mobilités,13,28.3465,479.4692,baludik-catalogue-2023,2925
"La Smart City Galaxy constitue un référentiel d'entreprises novatrices élaboré dans le Transdev, opérateur de services de mobilité, a réitéré sa collaboration avec Baludik",13,28.3465,499.5695999999999,baludik-catalogue-2023,2926
"but de faciliter les choix des acteurs publics qui souhaitent mettre en place des solutions pour plusieurs délégations de service public, attribuées par Île-de-France Mobilités.",13,28.3465,509.1696,baludik-catalogue-2023,2927
performantes et durables pour leur territoire.,13,28.3465,518.7696,baludik-catalogue-2023,2928
Le cabinet Chochoy Conseil a fait appel,13,28.3465,518.7696,baludik-catalogue-2023,2929
L'objectif est de mettre en avant l'offre de transports en commun du territoire tout,13,28.3465,518.7696,baludik-catalogue-2023,2930
pour créer un jeu visant à approfondir la compréhension du concept de en mettant en valeur son patrimoine : une approche novatrice pour éveiller l'intérêt,13,28.3465,528.3696,baludik-catalogue-2023,2931
Smart City ainsi que des principales thématiques de cet écosystème.,13,28.3465,537.9695999999999,baludik-catalogue-2023,2932
"À travers ce jeu, des voyageurs.",13,28.3465,537.9695999999999,baludik-catalogue-2023,2933
"Les premiers parcours ont été lancés sur les réseaux de Versailles,",13,28.3465,537.9695999999999,baludik-catalogue-2023,2934
les utilisateurs ont également l'opportunité de découvrir les entreprises pertinentes Saint-Quentin et de la Vallée de Montmorency.,13,28.3465,547.5695999999999,baludik-catalogue-2023,2935
pour chaque domaine et les services qu'elles proposent,13,28.3465,557.8362999999999,baludik-catalogue-2023,2936
Animer des ateliers,14,38.8937,59.28859999999997,baludik-catalogue-2023,2937
Baludik est une solution qui peut également être utilisée afin,14,39.6234,101.74619999999992,baludik-catalogue-2023,2938
d’animer des ateliers participatifs en proposant aux publics,14,39.6234,112.54619999999994,baludik-catalogue-2023,2939
de créer leurs parcours eux-mêmes.,14,39.6234,123.34619999999995,baludik-catalogue-2023,2940
Sensibilisation à la protection de l’océan,14,447.874,198.7108,baludik-catalogue-2023,2941
"École Ferdinand Buisson (Seine-Maritime, 76)",14,447.874,210.9908,baludik-catalogue-2023,2942
L'équipe pédagogique de l'école Ferdinand Buisson et les élèves de CM1 et CM2,14,447.8741,227.0142,baludik-catalogue-2023,2943
ont créé un jeu de piste visant à sensibiliser le public à la problématique,14,447.8741,236.6142,baludik-catalogue-2023,2944
des déchets plastiques dans l'océan.,14,447.8741,246.2142,baludik-catalogue-2023,2945
"Ensemble, ils ont utilisé l'espace",14,447.8741,246.2142,baludik-catalogue-2023,2946
de création pour concevoir le jeu,14,447.8741,255.81420000000003,baludik-catalogue-2023,2947
", élaborer les indices et formuler les énigmes.",14,447.8741,255.81420000000003,baludik-catalogue-2023,2948
"Ce parcours, dévoilé lors de l'Armada de la Liberté 2023 à Rouen, guide les visiteurs",14,447.8741,265.41420000000005,baludik-catalogue-2023,2949
"le long des Quais de Seine, leur permettant de prendre conscience des enjeux lié",14,447.8741,275.0142000000001,baludik-catalogue-2023,2950
à la préservation des océans,14,447.8741,284.6142000000001,baludik-catalogue-2023,2951
Ce projet scolaire a été sélectionné parmi,14,447.8741,284.6142000000001,baludik-catalogue-2023,2952
"les 10 lauréats du concours national ""Les enfants pour l'océan""",14,447.8741,294.2142000000001,baludik-catalogue-2023,2953
Parcours internationaux,14,28.3465,464.0392,baludik-catalogue-2023,2954
pour les étudiants,14,28.3465,464.0392,baludik-catalogue-2023,2955
Création collaborative d’un parcours,14,447.874,471.6116,baludik-catalogue-2023,2956
"Erasmus + Association du Parc (Eure, 27)",14,28.3465,479.4692,baludik-catalogue-2023,2957
"Dans le cadre d'un projet européen impliquant six universités du continent (Angers, Des jeunes de la ville de Breteuil-sur-Iton ont élaboré un parcours dans le cadre",14,28.3465,499.915,baludik-catalogue-2023,2958
"Szeged, Athènes, Saint-Jacques-de-Compostelle, Lieven et Giessen)",14,28.3465,509.515,baludik-catalogue-2023,2959
et soutenu par des activités socioculturelles du territoire,14,28.3465,509.515,baludik-catalogue-2023,2960
"Ils ont conceptualisé le scénario, créé les",14,28.3465,509.515,baludik-catalogue-2023,2961
la Commission européenne,14,28.3465,519.115,baludik-catalogue-2023,2962
"ainsi que l'Agence Erasmus + France / Education & missions et formulé les énigmes, bénéficiant d'un accompagnement pour maîtriser",14,28.3465,519.115,baludik-catalogue-2023,2963
"Formation, les étudiants du Master franco-hellénique de l'Université d'Athènes ont reçu l'outil Baludik.",14,28.3465,528.7149999999999,baludik-catalogue-2023,2964
Ce parcours est doté d'une interface de jeu personnalisée afin de,14,28.3465,528.7149999999999,baludik-catalogue-2023,2965
une formation à la création de parcours grâce à l'outil Baludik.,14,28.3465,538.3149999999999,baludik-catalogue-2023,2966
Cela a donné naissance garantir une expérience adaptable à tous les participants.,14,28.3465,538.3149999999999,baludik-catalogue-2023,2967
"De plus, le circuit intègre",14,28.3465,538.3149999999999,baludik-catalogue-2023,2968
à plusieurs itinéraires autour de la capitale grecque.,14,28.3465,547.915,baludik-catalogue-2023,2969
un panorama augmenté pour rendre le jeu encore plus immersif.,14,28.3465,547.915,baludik-catalogue-2023,2970
Animer mes événements,15,38.8937,56.80380000000002,baludik-catalogue-2023,2971
Vous êtes joueurs ?,15,39.6234,87.26149999999996,baludik-catalogue-2023,2972
Ca tombe bien nous aussi !,15,39.6234,87.26149999999996,baludik-catalogue-2023,2973
sa solution pour entreprises dans le cadre,15,39.6234,99.25849999999996,baludik-catalogue-2023,2974
séminaires ou encore d’évènements,15,39.6234,111.25549999999998,baludik-catalogue-2023,2975
", nous vous créons des jeux",15,39.6234,111.25549999999998,baludik-catalogue-2023,2976
", au plus près de vos envies.",15,39.6234,123.2525,baludik-catalogue-2023,2977
Création de Rallye-découverte,15,447.874,163.10209999999995,baludik-catalogue-2023,2978
"Le groupe multinational de transport français, Transdev, a décidé d'encourager",15,447.8741,191.4055,baludik-catalogue-2023,2979
activités physiques en mettant en place un rallye-découverte pour ses équipes lors,15,447.8741,201.0055,baludik-catalogue-2023,2980
de la semaine nationale de la mobilité,15,447.8741,210.6055,baludik-catalogue-2023,2981
Séminaire client,15,447.874,317.4062,baludik-catalogue-2023,2982
"La société de restauration collective, Convivio, a décidé de mettre en place un jeu",15,447.8741,345.70969999999994,baludik-catalogue-2023,2983
de piste à l'occasion de la Route du Rhum,15,447.8741,355.3096999999999,baludik-catalogue-2023,2984
Une centaine de ses clients ont vécu une,15,447.8741,355.3096999999999,baludik-catalogue-2023,2985
"expérience grandeur nature, qui combine la découverte de la ville de Saint-Malo",15,447.8741,364.90969999999993,baludik-catalogue-2023,2986
des challenges autour de la gastronomie.,15,447.8741,374.5097,baludik-catalogue-2023,2987
Renforcer le travail d’équipe,15,28.3465,464.0392,baludik-catalogue-2023,2988
"Parc d’affaires Icade (Hauts-de-Seine, 92) Découverte de pratiques durables et innovantes",15,28.3465,479.4692,baludik-catalogue-2023,2989
Le groupe immobilier Icade opte pour la solution Baludik afin de concevoir et orchestrer,15,28.3465,500.2362999999999,baludik-catalogue-2023,2990
"des activités destinées aux collaborateurs des trois parcs d'activités Icade, localisés WorldSkills France a opté pour la solution Baludik en offrant un jeu de piste pour",15,28.3465,509.8363,baludik-catalogue-2023,2991
en région parisienne,15,28.3465,519.4363,baludik-catalogue-2023,2992
"Durant deux heures, les participants s'engagent en équipes et vivre de manière innovante les finales de la Compétition Nationale des Métiers.",15,28.3465,519.4363,baludik-catalogue-2023,2993
entreprennent une enquête autour des thématiques de Pâques ou d'Halloween.,15,28.3465,529.0363,baludik-catalogue-2023,2994
"Une travers différents challenges, ce jeu emmène le public à la découverte de différents",15,28.3465,529.0363,baludik-catalogue-2023,2995
façon excellente de découvrir de façon ludique les parcs d'affaires.,15,28.3465,538.6362999999999,baludik-catalogue-2023,2996
"stands, qui permettent d'explorer les bonnes pratiques des métiers et leur évolution",15,28.3465,538.6362999999999,baludik-catalogue-2023,2997
"vers des méthodes plus durables, tout en donnant l'opportunité d'échanger",15,447.8741,548.2362999999999,baludik-catalogue-2023,2998
des professionnels de divers domaines.,15,447.8741,557.8362999999999,baludik-catalogue-2023,2999
Présenter mes infrastructures,16,38.8937,61.93189999999993,baludik-catalogue-2023,3000
Notre solution s’utilise également en intérieur,16,39.6234,91.29349999999994,baludik-catalogue-2023,3001
"afin de faire découvrir vos sites, vos structures",16,39.6234,103.29049999999997,baludik-catalogue-2023,3002
ou vos locaux de façon ludique,16,39.6234,115.28749999999997,baludik-catalogue-2023,3003
Découverte des services du Conseil Départemental,16,447.874,140.65409999999997,baludik-catalogue-2023,3004
Département de l'Isère (38),16,447.874,152.93409999999994,baludik-catalogue-2023,3005
Le département de l'Isère propose ce jeu de piste à ses nouveaux collaborateurs afin,16,447.8741,168.95749999999998,baludik-catalogue-2023,3006
de leur présenter le fonctionnement et les divers services qu'il offre.,16,447.8741,178.5575,baludik-catalogue-2023,3007
sont encouragées à interagir avec leurs collègues tout au long du parcours,16,447.8741,188.15750000000003,baludik-catalogue-2023,3008
au sein des différents services,16,447.8741,197.75750000000005,baludik-catalogue-2023,3009
Les Journées Européennes du Patrimoine 2023,16,447.874,306.7359,baludik-catalogue-2023,3010
"Hôtel de Région des Pays de la Loire (Loire-Atlantique, 44)",16,447.874,319.0159,baludik-catalogue-2023,3011
La Région des Pays de la Loire a l'intention de faire découvrir de manière ludique l'Hôtel,16,447.8741,335.0393,baludik-catalogue-2023,3012
dans le cadre des Journées Européennes du Patrimoine 2023,16,447.8741,344.63929999999993,baludik-catalogue-2023,3013
a été développé autour de diverses thématiques en rapport avec l'architecture,16,447.8741,354.2393,baludik-catalogue-2023,3014
"et l'environnement de ce bâtiment, ainsi qu'avec l'organisation de la Région",16,447.8741,363.8392999999999,baludik-catalogue-2023,3015
Sensibilisation aux règles de sécurité,16,28.3465,468.991,baludik-catalogue-2023,3016
"Université de Nantes (Loire-Atlantique, 44)",16,28.3465,481.631,baludik-catalogue-2023,3017
Animation des portes ouvertes,16,28.3465,481.631,baludik-catalogue-2023,3018
"Parmi nos nombreux projets avec l'Université de Nantes, l'établissement a choisi Les Amitiés Sociales",16,28.3465,498.6672,baludik-catalogue-2023,3019
Foyer des Jeunes,16,28.3465,498.6672,baludik-catalogue-2023,3020
Travailleurs de Rennes,16,28.3465,498.6672,baludik-catalogue-2023,3021
d'accueillir ses étudiants sur les différents campus grâce à l'outil Baludik.,16,28.3465,509.4657,baludik-catalogue-2023,3022
"Cette année, (Ille-et-Vilaine 35)",16,28.3465,509.4657,baludik-catalogue-2023,3023
l'objectif était de sensibiliser les étudiants du Pôle Santé aux règles de sécurité,16,28.3465,519.0656999999999,baludik-catalogue-2023,3024
les laboratoires de chimie et de biologie,16,28.3465,528.6656999999999,baludik-catalogue-2023,3025
"Grâce à cet escape game, les étudiants ont Lors des portes ouvertes du foyer des jeunes travailleurs de Rennes, les jeunes ont",16,28.3465,528.6656999999999,baludik-catalogue-2023,3026
dû faire preuve d'une grande attention aux détails afin d'identifier les bonnes et les organisé une chasse au QR code pour faire découvrir la structure.,16,28.3465,538.2656999999999,baludik-catalogue-2023,3027
mauvaises pratiques face aux risques chimiques et biologiques,16,28.3465,547.8657,baludik-catalogue-2023,3028
", leur permettant ainsi différentes étapes, les nouveaux arrivants ont pu ainsi se familiariser aisément avec",16,28.3465,547.8657,baludik-catalogue-2023,3029
de bien démarrer leur année.,16,28.3465,557.4657,baludik-catalogue-2023,3030
les lieux et avec l’équipe.,16,28.3465,557.4657,baludik-catalogue-2023,3031
Exemples de propositions de jeux clé-en-main,17,512.4565,34.63589999999999,baludik-catalogue-2023,3032
pour différentes périodes de l’année :,17,536.4465,46.63589999999999,baludik-catalogue-2023,3033
Créer une animation,17,38.8937,52.08359999999993,baludik-catalogue-2023,3034
événementielle Pour Pâques,17,38.8937,71.30499999999995,baludik-catalogue-2023,3035
De nombreuses occasions permettent de créer l'évènement,17,38.8937,94.54129999999998,baludik-catalogue-2023,3036
et de rassembler vos publics par le biais du jeu,17,38.8937,106.5383,baludik-catalogue-2023,3037
"encore, Baludik propose différents parcours évènementiels",17,38.8937,118.5353,baludik-catalogue-2023,3038
pour dynamiser les temps forts de l'année.,17,38.8937,130.53230000000002,baludik-catalogue-2023,3039
"Pour les fêtes de Pâques, cette chasse aux œufs propose un scénario avec",17,447.8741,161.0691,baludik-catalogue-2023,3040
"d’accès pour tous les âges, basé sur la géolocalisation.",17,447.8741,170.6691,baludik-catalogue-2023,3041
"Marin le lapin, chargé de la distribution des œufs de Pâques a le syndrome du",17,447.8741,180.26910000000004,baludik-catalogue-2023,3042
poisson rouge et ne se souvient plus où il a dispersé ses œufs.,17,447.8741,189.8691000000001,baludik-catalogue-2023,3043
Les joueurs doivent lui,17,447.8741,189.8691000000001,baludik-catalogue-2023,3044
venir en aide pour tous les retrouver.,17,447.8741,199.46910000000008,baludik-catalogue-2023,3045
Cette chasse aux œufs originale est composée,17,447.8741,199.46910000000008,baludik-catalogue-2023,3046
de 8 à 14 étapes modulables.,17,447.8741,209.0691000000001,baludik-catalogue-2023,3047
"Ce jeu clé-en-main d’Halloween, disponible en version extérieure ou intérieure,",17,447.8741,329.0187,baludik-catalogue-2023,3048
invite les joueurs à partir à la chasse aux bonbons dans la ruelle de l’épouvante.,17,447.8741,338.61869999999993,baludik-catalogue-2023,3049
"Les maisons de cette rue, toutes aussi effrayantes les unes que les autres, cachent",17,447.8741,348.2186999999999,baludik-catalogue-2023,3050
chacune un coffre fermé par un code secret.,17,447.8741,357.8186999999999,baludik-catalogue-2023,3051
"À l'intérieur de ces coffres, se trouve",17,447.8741,357.8186999999999,baludik-catalogue-2023,3052
la clé de la demeure suivante.,17,447.8741,367.4187,baludik-catalogue-2023,3053
Les joueurs devront donc s’armer de courage pour,17,447.8741,367.4187,baludik-catalogue-2023,3054
retrouver tous les codes et enfin parvenir au mystérieux butin final.,17,447.8741,377.0186999999999,baludik-catalogue-2023,3055
déclinable de 8 à 12 étapes.,17,447.8741,386.6186999999999,baludik-catalogue-2023,3056
Création d’un jeu ludique pour tous,17,28.3465,489.5659,baludik-catalogue-2023,3057
"Symphony Production (Pyrénées-Orientales, 66)",17,28.3465,502.20589999999993,baludik-catalogue-2023,3058
Ce nouveau jeu clé-en-main permet d’animer votre territoire ou votre structure,17,28.3465,502.20589999999993,baludik-catalogue-2023,3059
durant toute la période de l’Avent.,17,28.3465,515.0939,baludik-catalogue-2023,3060
Ce calendrier interactif permet aux joueurs Le Festival Greenland a organisé une grande chasse aux œufs invitant les participants,17,28.3465,515.0939,baludik-catalogue-2023,3061
"de patienter jusqu’à Noël tout en s’amusant, en débloquant chaque jour un nouveau à résoudre plusieurs énigmes afin de récupérer tous les œufs en chocolat que",17,28.3465,524.6939,baludik-catalogue-2023,3062
mini-jeu thématique.,17,28.3465,534.2938999999999,baludik-catalogue-2023,3063
Lutins Farceurs ont éparpillés dans le parc de Clairfont à Toulouges.,17,28.3465,534.2938999999999,baludik-catalogue-2023,3064
a connu un vrai succès puisque plus de 2 000 personnes ont pu prendre part à cette,17,28.3465,547.8231999999999,baludik-catalogue-2023,3065
animation événementielle en une journée.,17,28.3465,556.6659,baludik-catalogue-2023,3066
N’hésitez pas à nous contacter pour plus d’informations …,17,28.3465,556.6659,baludik-catalogue-2023,3067
Suivez notre actualité sur :,18,141.0547,160.46989999999994,baludik-catalogue-2023,3068
p1 : Shutterstock •,18,28.3465,419.7945,baludik-catalogue-2023,3069
p2 : Canva • p10 :,18,28.3465,419.7945,baludik-catalogue-2023,3070
© Ville de Vouillé /,18,28.3465,419.7945,baludik-catalogue-2023,3071
© Office de Tourisme,18,28.3465,419.7945,baludik-catalogue-2023,3072
Office de Tourisme des Gorges de l’,18,28.3465,428.7945,baludik-catalogue-2023,3073
© Ville de Viroflay / Shutterstock • p13 : Shutterstock • p14 : © Département du Loiret • p15 :,18,28.3465,437.7945,baludik-catalogue-2023,3074
Agence de l'eau Rhin-Meuse /,18,28.3465,446.7945,baludik-catalogue-2023,3075
© Communauté de communes de Plaine Limagne,18,28.3465,446.7945,baludik-catalogue-2023,3076
© Office national des combattants et des victimes de guerre /,18,28.3465,455.7945,baludik-catalogue-2023,3077
© Musée d'Art et d'Industrie,18,28.3465,455.7945,baludik-catalogue-2023,3078
et Musée de la Mine de Saint-étienne,18,28.3465,464.7945,baludik-catalogue-2023,3079
© Abbaye de Valloires /,18,28.3465,464.7945,baludik-catalogue-2023,3080
Alexandre Lamoureux,18,28.3465,464.7945,baludik-catalogue-2023,3081
© Musée GardeRobe,18,28.3465,473.7945,baludik-catalogue-2023,3082
Ville de Reims /,18,28.3465,473.7945,baludik-catalogue-2023,3083
© Département de la,18,28.3465,473.7945,baludik-catalogue-2023,3084
d'Uzès Pont du Gard /,18,28.3465,482.7945,baludik-catalogue-2023,3085
régional de Brière,18,28.3465,491.7945,baludik-catalogue-2023,3086
© Communauté de communes des Portes de Meuse /,18,28.3465,491.7945,baludik-catalogue-2023,3087
© Office de Tourisme en Aubrac /,18,28.3465,500.7945,baludik-catalogue-2023,3088
Les Hauts de Bruyères,18,28.3465,500.7945,baludik-catalogue-2023,3089
© Ile-de-France Mobilités,18,28.3465,509.7945,baludik-catalogue-2023,3090
• p26 : Shutterstock •,18,28.3465,509.7945,baludik-catalogue-2023,3091
Association du Parc • p28 :,18,28.3465,518.7945,baludik-catalogue-2023,3092
© Parc d'affaires Icade • p29 :,18,28.3465,518.7945,baludik-catalogue-2023,3093
Transdev / Canva,18,28.3465,518.7945,baludik-catalogue-2023,3094
Université de Nantes,18,28.3465,527.7945,baludik-catalogue-2023,3095
© Département de l'Isère /,18,28.3465,527.7945,baludik-catalogue-2023,3096
Hôtel de Région des Pays de la Loire /,18,28.3465,527.7945,baludik-catalogue-2023,3097
© Symphony Production,18,28.3465,536.7945,baludik-catalogue-2023,3098
Les autres éléments illustrés et photographiques sont la propriété de Baludik.,18,28.3465,554.7945,baludik-catalogue-2023,3099
Impression septembre 2023.,18,28.3465,563.7945,baludik-catalogue-2023,3100
2 rue Alfred Kastler,19,46.4173,520.5695999999999,baludik-catalogue-2023,3101
contact@baludik.fr,19,46.4173,544.5695999999999,baludik-catalogue-2023,3102
JEUX DE PISTE NUMÉRIQUES,1,118.3977,114.22709999999996,baludik-catalogue,3103
NOS RÉALISATIONS,1,125.4368,147.66719999999992,baludik-catalogue,3104
Toute l'équipe de Baludik est fière de vous présenter les nouveaux,2,480.8384,245.042,baludik-catalogue,3105
projets qui ont été réalisés cette année.,2,484.6454,255.842,baludik-catalogue,3106
Nous tenons à remercier,2,484.6454,255.842,baludik-catalogue,3107
tous les professionnels qui nous ont fait confiance,2,475.8704,266.642,baludik-catalogue,3108
pour mettre en place leurs projets.,2,551.7404,277.442,baludik-catalogue,3109
Ce book est le fruit de nos échanges : à travers leurs problématiques,2,475.75340000000006,296.747,baludik-catalogue,3110
"concrètes, nous vous montrons les différents usages de la solution.",2,479.5694,307.547,baludik-catalogue,3111
Spécialisés depuis 7 ans,2,486.8504,318.34700000000004,baludik-catalogue,3112
dans la création d'expériences de visite,2,486.8504,318.34700000000004,baludik-catalogue,3113
", nous aidons les acteurs du tourisme et les entreprises",2,479.0294,329.14700000000005,baludik-catalogue,3114
"à valoriser leur territoire ou leur site, en orientant les flux des",2,494.3204,339.94700000000006,baludik-catalogue,3115
visiteurs vers des points d'intérêts ou des personnes physiques.,2,487.7054,350.74700000000007,baludik-catalogue,3116
"Jeux de piste, chasses aux trésors, parcours d’intégration...",2,486.4724,370.0520000000001,baludik-catalogue,3117
le jeu comme vecteur,2,485.8874,380.8520000000001,baludik-catalogue,3118
d’émotion et d’engagement.,2,485.8874,380.8520000000001,baludik-catalogue,3119
"visiteurs sont de plus en plus à la recherche d'expériences originales,",2,475.4474,391.6520000000001,baludik-catalogue,3120
leur permettant de découvrir un territoire en toute autonomie.,2,488.7134,402.4520000000001,baludik-catalogue,3121
Baludik répond à l'évolution de ces usages et nous vous montrons,2,480.56840000000005,413.2520000000001,baludik-catalogue,3122
Nous vous souhaitons une bonne lecture.,2,499.5314000000001,424.0520000000001,baludik-catalogue,3123
Baludik : Un outil innovant . .,3,50.8347,248.38769999999985,baludik-catalogue,3124
Valoriser mes patrimoines .,3,50.8347,267.1256999999998,baludik-catalogue,3125
Promouvoir les artisans et les commerçants locaux .,3,50.8347,285.8636999999998,baludik-catalogue,3126
Compléter mon offre de découverte .,3,50.8347,304.6016999999998,baludik-catalogue,3127
